week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
3/16/2024,United States,Influenza,Race/Ethnicity,Hispanic,2.3
3/16/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.8
3/16/2024,United States,Influenza,Race/Ethnicity,"White, NH",1.6
3/16/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",2.1
3/16/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",2.4
3/16/2024,United States,Influenza,Race/Ethnicity,"Black, NH",2.2
3/16/2024,United States,RSV,Sex,Male,0.2
3/16/2024,United States,RSV,Sex,Invalid,0
3/16/2024,United States,RSV,Sex,Other,0
3/16/2024,United States,RSV,Sex,Female,0.1
3/16/2024,United States,RSV,Age Group,18-64 years,0
3/16/2024,United States,RSV,Age Group,65+ years,0.1
3/16/2024,United States,RSV,Age Group,5-17 years,0.1
3/16/2024,United States,RSV,Age Group,0-4 years,1.1
3/16/2024,United States,RSV,Race/Ethnicity,Hispanic,0.2
3/16/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
3/16/2024,United States,RSV,Race/Ethnicity,"White, NH",0.2
3/16/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
3/16/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.3
3/16/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.1
4/22/2023,United States,COVID-19,Sex,Male,0.7
4/22/2023,United States,COVID-19,Sex,Invalid,0.1
4/22/2023,United States,COVID-19,Sex,Other,0
4/22/2023,United States,COVID-19,Sex,Female,0.8
4/22/2023,United States,COVID-19,Age Group,18-64 years,0.6
4/22/2023,United States,COVID-19,Age Group,65+ years,1.4
4/22/2023,United States,COVID-19,Age Group,5-17 years,0.3
4/22/2023,United States,COVID-19,Age Group,0-4 years,0.9
4/22/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.8
4/22/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.6
4/22/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.8
4/22/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.2
4/22/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.2
4/22/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.6
4/22/2023,United States,Combined,Sex,Male,1
4/22/2023,United States,Combined,Sex,Invalid,0.1
4/22/2023,United States,Combined,Sex,Other,0
4/22/2023,United States,Combined,Sex,Female,1.1
4/22/2023,United States,Combined,Age Group,18-64 years,0.8
4/22/2023,United States,Combined,Age Group,65+ years,1.5
4/22/2023,United States,Combined,Age Group,5-17 years,0.8
4/22/2023,United States,Combined,Age Group,0-4 years,1.7
4/22/2023,United States,Combined,Race/Ethnicity,Hispanic,1.2
4/22/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.9
4/22/2023,United States,Combined,Race/Ethnicity,"White, NH",1
4/22/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.5
4/22/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.6
4/22/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.9
4/22/2023,United States,Influenza,Sex,Male,0.2
4/22/2023,United States,Influenza,Sex,Invalid,0
4/22/2023,United States,Influenza,Sex,Other,0
4/22/2023,United States,Influenza,Sex,Female,0.2
4/22/2023,United States,Influenza,Age Group,18-64 years,0.2
4/22/2023,United States,Influenza,Age Group,65+ years,0.1
4/22/2023,United States,Influenza,Age Group,5-17 years,0.5
4/22/2023,United States,Influenza,Age Group,0-4 years,0.6
4/22/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
4/22/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
4/22/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
4/22/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
4/22/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
4/22/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
4/22/2023,United States,RSV,Sex,Male,0
4/22/2023,United States,RSV,Sex,Invalid,0
4/22/2023,United States,RSV,Sex,Other,0
4/22/2023,United States,RSV,Sex,Female,0
4/22/2023,United States,RSV,Age Group,18-64 years,0
4/22/2023,United States,RSV,Age Group,65+ years,0
4/22/2023,United States,RSV,Age Group,5-17 years,0
4/22/2023,United States,RSV,Age Group,0-4 years,0.3
4/22/2023,United States,RSV,Race/Ethnicity,Hispanic,0
4/22/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
4/22/2023,United States,RSV,Race/Ethnicity,"White, NH",0
4/22/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
4/22/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
4/22/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
12/23/2023,United States,COVID-19,Sex,Male,2.6
12/23/2023,United States,COVID-19,Sex,Invalid,0.1
12/23/2023,United States,COVID-19,Sex,Other,3.3
12/23/2023,United States,COVID-19,Sex,Female,3
12/23/2023,United States,COVID-19,Age Group,18-64 years,2.3
12/23/2023,United States,COVID-19,Age Group,65+ years,4.4
12/23/2023,United States,COVID-19,Age Group,5-17 years,1.4
12/23/2023,United States,COVID-19,Age Group,0-4 years,3.3
12/23/2023,United States,COVID-19,Race/Ethnicity,Hispanic,2.3
12/23/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.4
12/23/2023,United States,COVID-19,Race/Ethnicity,"White, NH",3.2
12/23/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.9
12/23/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
12/23/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",2.4
12/23/2023,United States,Combined,Sex,Male,8.8
12/23/2023,United States,Combined,Sex,Invalid,0.5
12/23/2023,United States,Combined,Sex,Other,6.7
12/23/2023,United States,Combined,Sex,Female,8.9
12/23/2023,United States,Combined,Age Group,18-64 years,6.5
12/23/2023,United States,Combined,Age Group,65+ years,7.1
12/23/2023,United States,Combined,Age Group,5-17 years,15.6
12/23/2023,United States,Combined,Age Group,0-4 years,19.2
12/23/2023,United States,Combined,Race/Ethnicity,Hispanic,10.4
12/23/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",8.3
12/23/2023,United States,Combined,Race/Ethnicity,"White, NH",8
12/23/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",9.1
12/23/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",9
12/23/2023,United States,Combined,Race/Ethnicity,"Black, NH",9.9
12/23/2023,United States,Influenza,Sex,Male,5.3
12/23/2023,United States,Influenza,Sex,Invalid,0.5
12/23/2023,United States,Influenza,Sex,Other,0
12/23/2023,United States,Influenza,Sex,Female,5.2
12/23/2023,United States,Influenza,Age Group,18-64 years,4.1
12/23/2023,United States,Influenza,Age Group,65+ years,2.3
12/23/2023,United States,Influenza,Age Group,5-17 years,13.8
12/23/2023,United States,Influenza,Age Group,0-4 years,9.2
12/23/2023,United States,Influenza,Race/Ethnicity,Hispanic,7.1
12/23/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",5
12/23/2023,United States,Influenza,Race/Ethnicity,"White, NH",4
12/23/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",5.3
12/23/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",5.7
12/23/2023,United States,Influenza,Race/Ethnicity,"Black, NH",7.1
12/23/2023,United States,RSV,Sex,Male,1.1
12/23/2023,United States,RSV,Sex,Invalid,0
12/23/2023,United States,RSV,Sex,Other,3.3
12/23/2023,United States,RSV,Sex,Female,0.9
12/23/2023,United States,RSV,Age Group,18-64 years,0.2
12/23/2023,United States,RSV,Age Group,65+ years,0.5
12/23/2023,United States,RSV,Age Group,5-17 years,0.7
12/23/2023,United States,RSV,Age Group,0-4 years,7.2
12/23/2023,United States,RSV,Race/Ethnicity,Hispanic,1.2
12/23/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.1
12/23/2023,United States,RSV,Race/Ethnicity,"White, NH",1
12/23/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.1
12/23/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.2
12/23/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.6
12/28/2024,United States,COVID-19,Sex,Male,1.2
12/28/2024,United States,COVID-19,Sex,Invalid,2.6
12/28/2024,United States,COVID-19,Sex,Other,0
12/28/2024,United States,COVID-19,Sex,Female,1.4
12/28/2024,United States,COVID-19,Age Group,18-64 years,1
12/28/2024,United States,COVID-19,Age Group,65+ years,2.2
12/28/2024,United States,COVID-19,Age Group,5-17 years,0.6
12/28/2024,United States,COVID-19,Age Group,0-4 years,1.6
12/28/2024,United States,COVID-19,Race/Ethnicity,Hispanic,0.9
12/28/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.9
12/28/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.6
12/28/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.9
12/28/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.1
12/28/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",0.9
12/28/2024,United States,Combined,Sex,Male,7.7
12/28/2024,United States,Combined,Sex,Invalid,2.6
12/28/2024,United States,Combined,Sex,Other,9.4
12/28/2024,United States,Combined,Sex,Female,7.7
12/28/2024,United States,Combined,Age Group,18-64 years,5.6
12/28/2024,United States,Combined,Age Group,65+ years,5.8
12/28/2024,United States,Combined,Age Group,5-17 years,13.3
12/28/2024,United States,Combined,Age Group,0-4 years,19.3
12/28/2024,United States,Combined,Race/Ethnicity,Hispanic,10
12/28/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",7.8
12/28/2024,United States,Combined,Race/Ethnicity,"White, NH",6.8
12/28/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",8.3
12/28/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",8.2
12/28/2024,United States,Combined,Race/Ethnicity,"Black, NH",8
12/28/2024,United States,Influenza,Sex,Male,5.3
12/28/2024,United States,Influenza,Sex,Invalid,0
12/28/2024,United States,Influenza,Sex,Other,9.4
12/28/2024,United States,Influenza,Sex,Female,5.5
12/28/2024,United States,Influenza,Age Group,18-64 years,4.5
12/28/2024,United States,Influenza,Age Group,65+ years,3.4
12/28/2024,United States,Influenza,Age Group,5-17 years,11.8
12/28/2024,United States,Influenza,Age Group,0-4 years,9.9
12/28/2024,United States,Influenza,Race/Ethnicity,Hispanic,7.8
12/28/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",5.7
12/28/2024,United States,Influenza,Race/Ethnicity,"White, NH",4.3
12/28/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",6.3
12/28/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",6.3
12/28/2024,United States,Influenza,Race/Ethnicity,"Black, NH",6.1
12/28/2024,United States,RSV,Sex,Male,1.2
12/28/2024,United States,RSV,Sex,Invalid,0
12/28/2024,United States,RSV,Sex,Other,0
12/28/2024,United States,RSV,Sex,Female,1
12/28/2024,United States,RSV,Age Group,18-64 years,0.2
12/28/2024,United States,RSV,Age Group,65+ years,0.3
12/28/2024,United States,RSV,Age Group,5-17 years,1.1
12/28/2024,United States,RSV,Age Group,0-4 years,8.3
12/28/2024,United States,RSV,Race/Ethnicity,Hispanic,1.5
12/28/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.2
12/28/2024,United States,RSV,Race/Ethnicity,"White, NH",1
12/28/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.2
12/28/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",1
12/28/2024,United States,RSV,Race/Ethnicity,"Black, NH",1
11/5/2022,United States,COVID-19,Sex,Male,1.6
11/5/2022,United States,COVID-19,Sex,Invalid,0
11/5/2022,United States,COVID-19,Sex,Other,0
11/5/2022,United States,COVID-19,Sex,Female,1.8
11/5/2022,United States,COVID-19,Age Group,18-64 years,1.5
11/5/2022,United States,COVID-19,Age Group,65+ years,3
11/5/2022,United States,COVID-19,Age Group,5-17 years,0.7
11/5/2022,United States,COVID-19,Age Group,0-4 years,1.4
11/5/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.4
11/5/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.4
11/5/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2
11/5/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
11/5/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
11/5/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.4
11/5/2022,United States,Combined,Sex,Male,6.6
11/5/2022,United States,Combined,Sex,Invalid,0.2
11/5/2022,United States,Combined,Sex,Other,0
11/5/2022,United States,Combined,Sex,Female,6.4
11/5/2022,United States,Combined,Age Group,18-64 years,3.9
11/5/2022,United States,Combined,Age Group,65+ years,4.2
11/5/2022,United States,Combined,Age Group,5-17 years,12.9
11/5/2022,United States,Combined,Age Group,0-4 years,15.9
11/5/2022,United States,Combined,Race/Ethnicity,Hispanic,7.8
11/5/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",6.1
11/5/2022,United States,Combined,Race/Ethnicity,"White, NH",5.5
11/5/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",7.3
11/5/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",6.2
11/5/2022,United States,Combined,Race/Ethnicity,"Black, NH",8.1
11/5/2022,United States,Influenza,Sex,Male,3.7
11/5/2022,United States,Influenza,Sex,Invalid,0.1
11/5/2022,United States,Influenza,Sex,Other,0
11/5/2022,United States,Influenza,Sex,Female,3.7
11/5/2022,United States,Influenza,Age Group,18-64 years,2.2
11/5/2022,United States,Influenza,Age Group,65+ years,0.9
11/5/2022,United States,Influenza,Age Group,5-17 years,11.4
11/5/2022,United States,Influenza,Age Group,0-4 years,6
11/5/2022,United States,Influenza,Race/Ethnicity,Hispanic,4.9
11/5/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3.4
11/5/2022,United States,Influenza,Race/Ethnicity,"White, NH",2.5
11/5/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3.7
11/5/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",2.9
11/5/2022,United States,Influenza,Race/Ethnicity,"Black, NH",5.9
11/5/2022,United States,RSV,Sex,Male,1.3
11/5/2022,United States,RSV,Sex,Invalid,0
11/5/2022,United States,RSV,Sex,Other,0
11/5/2022,United States,RSV,Sex,Female,1
11/5/2022,United States,RSV,Age Group,18-64 years,0.1
11/5/2022,United States,RSV,Age Group,65+ years,0.2
11/5/2022,United States,RSV,Age Group,5-17 years,0.9
11/5/2022,United States,RSV,Age Group,0-4 years,8.7
11/5/2022,United States,RSV,Race/Ethnicity,Hispanic,1.6
11/5/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.4
11/5/2022,United States,RSV,Race/Ethnicity,"White, NH",1
11/5/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.5
11/5/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.2
11/5/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.9
9/16/2023,United States,COVID-19,Sex,Male,1.9
9/16/2023,United States,COVID-19,Sex,Invalid,0.2
9/16/2023,United States,COVID-19,Sex,Other,0
9/16/2023,United States,COVID-19,Sex,Female,2.2
9/16/2023,United States,COVID-19,Age Group,18-64 years,1.7
9/16/2023,United States,COVID-19,Age Group,65+ years,3
9/16/2023,United States,COVID-19,Age Group,5-17 years,1.2
9/16/2023,United States,COVID-19,Age Group,0-4 years,3
9/16/2023,United States,COVID-19,Race/Ethnicity,Hispanic,2.1
9/16/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.8
9/16/2023,United States,COVID-19,Race/Ethnicity,"White, NH",2.1
9/16/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.7
9/16/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
9/16/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",2
9/16/2023,United States,Combined,Sex,Male,2.3
9/16/2023,United States,Combined,Sex,Invalid,0.2
9/16/2023,United States,Combined,Sex,Other,0
9/16/2023,United States,Combined,Sex,Female,2.5
9/16/2023,United States,Combined,Age Group,18-64 years,1.9
9/16/2023,United States,Combined,Age Group,65+ years,3.1
9/16/2023,United States,Combined,Age Group,5-17 years,1.9
9/16/2023,United States,Combined,Age Group,0-4 years,4.7
9/16/2023,United States,Combined,Race/Ethnicity,Hispanic,2.6
9/16/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2.2
9/16/2023,United States,Combined,Race/Ethnicity,"White, NH",2.3
9/16/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.2
9/16/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.5
9/16/2023,United States,Combined,Race/Ethnicity,"Black, NH",2.5
9/16/2023,United States,Influenza,Sex,Male,0.3
9/16/2023,United States,Influenza,Sex,Invalid,0
9/16/2023,United States,Influenza,Sex,Other,0
9/16/2023,United States,Influenza,Sex,Female,0.3
9/16/2023,United States,Influenza,Age Group,18-64 years,0.2
9/16/2023,United States,Influenza,Age Group,65+ years,0.1
9/16/2023,United States,Influenza,Age Group,5-17 years,0.6
9/16/2023,United States,Influenza,Age Group,0-4 years,0.7
9/16/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
9/16/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
9/16/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
9/16/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
9/16/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
9/16/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
9/16/2023,United States,RSV,Sex,Male,0.1
9/16/2023,United States,RSV,Sex,Invalid,0
9/16/2023,United States,RSV,Sex,Other,0
9/16/2023,United States,RSV,Sex,Female,0.1
9/16/2023,United States,RSV,Age Group,18-64 years,0
9/16/2023,United States,RSV,Age Group,65+ years,0
9/16/2023,United States,RSV,Age Group,5-17 years,0.1
9/16/2023,United States,RSV,Age Group,0-4 years,1.1
9/16/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
9/16/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
9/16/2023,United States,RSV,Race/Ethnicity,"White, NH",0.1
9/16/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
9/16/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
9/16/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.1
10/29/2022,United States,COVID-19,Sex,Male,1.6
10/29/2022,United States,COVID-19,Sex,Invalid,0
10/29/2022,United States,COVID-19,Sex,Other,0
10/29/2022,United States,COVID-19,Sex,Female,1.7
10/29/2022,United States,COVID-19,Age Group,18-64 years,1.4
10/29/2022,United States,COVID-19,Age Group,65+ years,3
10/29/2022,United States,COVID-19,Age Group,5-17 years,0.7
10/29/2022,United States,COVID-19,Age Group,0-4 years,1.4
10/29/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
10/29/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
10/29/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2
10/29/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
10/29/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.9
10/29/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
10/29/2022,United States,Combined,Sex,Male,5.2
10/29/2022,United States,Combined,Sex,Invalid,0.3
10/29/2022,United States,Combined,Sex,Other,0
10/29/2022,United States,Combined,Sex,Female,5
10/29/2022,United States,Combined,Age Group,18-64 years,2.9
10/29/2022,United States,Combined,Age Group,65+ years,3.8
10/29/2022,United States,Combined,Age Group,5-17 years,9.9
10/29/2022,United States,Combined,Age Group,0-4 years,13.5
10/29/2022,United States,Combined,Race/Ethnicity,Hispanic,5.8
10/29/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",4.8
10/29/2022,United States,Combined,Race/Ethnicity,"White, NH",4.4
10/29/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",5.9
10/29/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",4.3
10/29/2022,United States,Combined,Race/Ethnicity,"Black, NH",6.3
10/29/2022,United States,Influenza,Sex,Male,2.5
10/29/2022,United States,Influenza,Sex,Invalid,0.3
10/29/2022,United States,Influenza,Sex,Other,0
10/29/2022,United States,Influenza,Sex,Female,2.4
10/29/2022,United States,Influenza,Age Group,18-64 years,1.4
10/29/2022,United States,Influenza,Age Group,65+ years,0.6
10/29/2022,United States,Influenza,Age Group,5-17 years,8.4
10/29/2022,United States,Influenza,Age Group,0-4 years,4.2
10/29/2022,United States,Influenza,Race/Ethnicity,Hispanic,3.3
10/29/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",2.3
10/29/2022,United States,Influenza,Race/Ethnicity,"White, NH",1.6
10/29/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",2.5
10/29/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.6
10/29/2022,United States,Influenza,Race/Ethnicity,"Black, NH",4.2
10/29/2022,United States,RSV,Sex,Male,1.2
10/29/2022,United States,RSV,Sex,Invalid,0
10/29/2022,United States,RSV,Sex,Other,0
10/29/2022,United States,RSV,Sex,Female,0.9
10/29/2022,United States,RSV,Age Group,18-64 years,0.1
10/29/2022,United States,RSV,Age Group,65+ years,0.2
10/29/2022,United States,RSV,Age Group,5-17 years,0.8
10/29/2022,United States,RSV,Age Group,0-4 years,8.1
10/29/2022,United States,RSV,Race/Ethnicity,Hispanic,1.4
10/29/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.2
10/29/2022,United States,RSV,Race/Ethnicity,"White, NH",0.9
10/29/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.4
10/29/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.9
10/29/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.8
9/9/2023,United States,COVID-19,Sex,Male,2.2
9/9/2023,United States,COVID-19,Sex,Invalid,0.2
9/9/2023,United States,COVID-19,Sex,Other,3.6
9/9/2023,United States,COVID-19,Sex,Female,2.6
9/9/2023,United States,COVID-19,Age Group,18-64 years,2.1
9/9/2023,United States,COVID-19,Age Group,65+ years,3.2
9/9/2023,United States,COVID-19,Age Group,5-17 years,1.8
9/9/2023,United States,COVID-19,Age Group,0-4 years,3.6
9/9/2023,United States,COVID-19,Race/Ethnicity,Hispanic,2.6
9/9/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.3
9/9/2023,United States,COVID-19,Race/Ethnicity,"White, NH",2.3
9/9/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",3.2
9/9/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
9/9/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",2.6
9/9/2023,United States,Combined,Sex,Male,2.5
9/9/2023,United States,Combined,Sex,Invalid,0.2
9/9/2023,United States,Combined,Sex,Other,3.6
9/9/2023,United States,Combined,Sex,Female,2.9
9/9/2023,United States,Combined,Age Group,18-64 years,2.2
9/9/2023,United States,Combined,Age Group,65+ years,3.4
9/9/2023,United States,Combined,Age Group,5-17 years,2.5
9/9/2023,United States,Combined,Age Group,0-4 years,5.2
9/9/2023,United States,Combined,Race/Ethnicity,Hispanic,3.1
9/9/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2.6
9/9/2023,United States,Combined,Race/Ethnicity,"White, NH",2.5
9/9/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.7
9/9/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.5
9/9/2023,United States,Combined,Race/Ethnicity,"Black, NH",3
9/9/2023,United States,Influenza,Sex,Male,0.2
9/9/2023,United States,Influenza,Sex,Invalid,0
9/9/2023,United States,Influenza,Sex,Other,0
9/9/2023,United States,Influenza,Sex,Female,0.2
9/9/2023,United States,Influenza,Age Group,18-64 years,0.2
9/9/2023,United States,Influenza,Age Group,65+ years,0.1
9/9/2023,United States,Influenza,Age Group,5-17 years,0.6
9/9/2023,United States,Influenza,Age Group,0-4 years,0.7
9/9/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
9/9/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
9/9/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
9/9/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
9/9/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
9/9/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
9/9/2023,United States,RSV,Sex,Male,0.1
9/9/2023,United States,RSV,Sex,Invalid,0
9/9/2023,United States,RSV,Sex,Other,0
9/9/2023,United States,RSV,Sex,Female,0.1
9/9/2023,United States,RSV,Age Group,18-64 years,0
9/9/2023,United States,RSV,Age Group,65+ years,0
9/9/2023,United States,RSV,Age Group,5-17 years,0.1
9/9/2023,United States,RSV,Age Group,0-4 years,1
9/9/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
9/9/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
9/9/2023,United States,RSV,Race/Ethnicity,"White, NH",0.1
9/9/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
9/9/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
9/9/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.1
10/22/2022,United States,COVID-19,Sex,Male,1.6
10/22/2022,United States,COVID-19,Sex,Invalid,0
10/22/2022,United States,COVID-19,Sex,Other,0
10/22/2022,United States,COVID-19,Sex,Female,1.7
10/22/2022,United States,COVID-19,Age Group,18-64 years,1.4
10/22/2022,United States,COVID-19,Age Group,65+ years,2.9
10/22/2022,United States,COVID-19,Age Group,5-17 years,0.6
10/22/2022,United States,COVID-19,Age Group,0-4 years,1.3
10/22/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
10/22/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
10/22/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2
10/22/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
10/22/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.9
10/22/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.2
10/22/2022,United States,Combined,Sex,Male,3.8
10/22/2022,United States,Combined,Sex,Invalid,0.1
10/22/2022,United States,Combined,Sex,Other,0
10/22/2022,United States,Combined,Sex,Female,3.6
10/22/2022,United States,Combined,Age Group,18-64 years,2.2
10/22/2022,United States,Combined,Age Group,65+ years,3.4
10/22/2022,United States,Combined,Age Group,5-17 years,5.8
10/22/2022,United States,Combined,Age Group,0-4 years,10.9
10/22/2022,United States,Combined,Race/Ethnicity,Hispanic,4.2
10/22/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3.5
10/22/2022,United States,Combined,Race/Ethnicity,"White, NH",3.5
10/22/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",4.6
