"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	Population
	"Maine"	"23"	"10 years"	"10"	13987
	"Maine"	"23"	"11 years"	"11"	13918
	"Maine"	"23"	"12 years"	"12"	13977
	"Maine"	"23"	"13 years"	"13"	14648
	"Maine"	"23"	"14 years"	"14"	15097
	"Maine"	"23"	"15 years"	"15"	15654
	"Maine"	"23"	"16 years"	"16"	15937
	"Maine"	"23"	"17 years"	"17"	15886
	"Maine"	"23"	"18 years"	"18"	16540
	"Maine"	"23"	"19 years"	"19"	17158
	"Maine"	"23"	"20 years"	"20"	16289
	"Maine"	"23"	"21 years"	"21"	15454
	"Maine"	"23"	"22 years"	"22"	15282
	"Maine"	"23"	"23 years"	"23"	14962
	"Maine"	"23"	"24 years"	"24"	15041
	"Maine"	"23"	"25 years"	"25"	15229
	"Maine"	"23"	"26 years"	"26"	15450
	"Maine"	"23"	"27 years"	"27"	15811
	"Maine"	"23"	"28 years"	"28"	16298
	"Maine"	"23"	"29 years"	"29"	16872
	"Maine"	"23"	"30 years"	"30"	17135
	"Maine"	"23"	"31 years"	"31"	17583
	"Maine"	"23"	"32 years"	"32"	17835
	"Maine"	"23"	"33 years"	"33"	18324
	"Maine"	"23"	"34 years"	"34"	18184
	"Maine"	"23"	"35 years"	"35"	17886
	"Maine"	"23"	"36 years"	"36"	17694
	"Maine"	"23"	"37 years"	"37"	17931
	"Maine"	"23"	"38 years"	"38"	17738
	"Maine"	"23"	"39 years"	"39"	17104
	"Maine"	"23"	"40 years"	"40"	17343
	"Maine"	"23"	"41 years"	"41"	17161
	"Maine"	"23"	"42 years"	"42"	16948
	"Maine"	"23"	"43 years"	"43"	16868
	"Maine"	"23"	"44 years"	"44"	16432
	"Maine"	"23"	"45 years"	"45"	15976
	"Maine"	"23"	"46 years"	"46"	15694
	"Maine"	"23"	"47 years"	"47"	15134
	"Maine"	"23"	"48 years"	"48"	15639
	"Maine"	"23"	"49 years"	"49"	15531
	"Maine"	"23"	"50 years"	"50"	16005
	"Maine"	"23"	"51 years"	"51"	17343
	"Maine"	"23"	"52 years"	"52"	18752
	"Maine"	"23"	"53 years"	"53"	18553
	"Maine"	"23"	"54 years"	"54"	18158
	"Maine"	"23"	"55 years"	"55"	18111
	"Maine"	"23"	"56 years"	"56"	18657
	"Maine"	"23"	"57 years"	"57"	19102
	"Maine"	"23"	"58 years"	"58"	20013
	"Maine"	"23"	"59 years"	"59"	21200
	"Maine"	"23"	"60 years"	"60"	21624
	"Maine"	"23"	"61 years"	"61"	22045
	"Maine"	"23"	"62 years"	"62"	22335
	"Maine"	"23"	"63 years"	"63"	21621
	"Maine"	"23"	"64 years"	"64"	21784
	"Maine"	"23"	"65 years"	"65"	21988
	"Maine"	"23"	"66 years"	"66"	21628
	"Maine"	"23"	"67 years"	"67"	20606
	"Maine"	"23"	"68 years"	"68"	20090
	"Maine"	"23"	"69 years"	"69"	19675
	"Maine"	"23"	"70 years"	"70"	19103
	"Maine"	"23"	"71 years"	"71"	18254
	"Maine"	"23"	"72 years"	"72"	17149
	"Maine"	"23"	"73 years"	"73"	16131
	"Maine"	"23"	"74 years"	"74"	15803
	"Maine"	"23"	"75 years"	"75"	15355
	"Maine"	"23"	"76 years"	"76"	16057
	"Maine"	"23"	"77 years"	"77"	10643
	"Maine"	"23"	"78 years"	"78"	10087
	"Maine"	"23"	"79 years"	"79"	9956
	"Maine"	"23"	"80 years"	"80"	9911
	"Maine"	"23"	"81 years"	"81"	8055
	"Maine"	"23"	"82 years"	"82"	6919
	"Maine"	"23"	"83 years"	"83"	6123
	"Maine"	"23"	"84 years"	"84"	5609
	"Maine"	"23"	"85+ years"	"85+"	31699
"Total"	"Maine"	"23"			1395722
	"Maryland"	"24"	"< 1 year"	"0"	68060
	"Maryland"	"24"	"1 year"	"1"	69378
	"Maryland"	"24"	"2 years"	"2"	67804
	"Maryland"	"24"	"3 years"	"3"	71747
	"Maryland"	"24"	"4 years"	"4"	72724
	"Maryland"	"24"	"5 years"	"5"	74179
	"Maryland"	"24"	"6 years"	"6"	74790
	"Maryland"	"24"	"7 years"	"7"	76399
	"Maryland"	"24"	"8 years"	"8"	76490
	"Maryland"	"24"	"9 years"	"9"	76125
	"Maryland"	"24"	"10 years"	"10"	75821
	"Maryland"	"24"	"11 years"	"11"	76354
	"Maryland"	"24"	"12 years"	"12"	77644
	"Maryland"	"24"	"13 years"	"13"	78832
	"Maryland"	"24"	"14 years"	"14"	79865
	"Maryland"	"24"	"15 years"	"15"	82947
	"Maryland"	"24"	"16 years"	"16"	82237
	"Maryland"	"24"	"17 years"	"17"	80520
	"Maryland"	"24"	"18 years"	"18"	79020
	"Maryland"	"24"	"19 years"	"19"	73902
	"Maryland"	"24"	"20 years"	"20"	73124
	"Maryland"	"24"	"21 years"	"21"	72775
	"Maryland"	"24"	"22 years"	"22"	73724
	"Maryland"	"24"	"23 years"	"23"	73983
	"Maryland"	"24"	"24 years"	"24"	73082
	"Maryland"	"24"	"25 years"	"25"	73313
	"Maryland"	"24"	"26 years"	"26"	74146
	"Maryland"	"24"	"27 years"	"27"	74596
	"Maryland"	"24"	"28 years"	"28"	76802
	"Maryland"	"24"	"29 years"	"29"	78925
	"Maryland"	"24"	"30 years"	"30"	80890
	"Maryland"	"24"	"31 years"	"31"	83118
	"Maryland"	"24"	"32 years"	"32"	85257
	"Maryland"	"24"	"33 years"	"33"	87190
	"Maryland"	"24"	"34 years"	"34"	86209
	"Maryland"	"24"	"35 years"	"35"	86111
	"Maryland"	"24"	"36 years"	"36"	86199
	"Maryland"	"24"	"37 years"	"37"	86422
	"Maryland"	"24"	"38 years"	"38"	86257
	"Maryland"	"24"	"39 years"	"39"	84579
	"Maryland"	"24"	"40 years"	"40"	85415
	"Maryland"	"24"	"41 years"	"41"	84957
	"Maryland"	"24"	"42 years"	"42"	84341
	"Maryland"	"24"	"43 years"	"43"	83705
	"Maryland"	"24"	"44 years"	"44"	79606
	"Maryland"	"24"	"45 years"	"45"	77286
	"Maryland"	"24"	"46 years"	"46"	76144
	"Maryland"	"24"	"47 years"	"47"	73034
	"Maryland"	"24"	"48 years"	"48"	73258
	"Maryland"	"24"	"49 years"	"49"	71480
	"Maryland"	"24"	"50 years"	"50"	73475
	"Maryland"	"24"	"51 years"	"51"	77754
	"Maryland"	"24"	"52 years"	"52"	82911
	"Maryland"	"24"	"53 years"	"53"	82111
	"Maryland"	"24"	"54 years"	"54"	79667
	"Maryland"	"24"	"55 years"	"55"	79326
	"Maryland"	"24"	"56 years"	"56"	79957
	"Maryland"	"24"	"57 years"	"57"	81764
	"Maryland"	"24"	"58 years"	"58"	83964
	"Maryland"	"24"	"59 years"	"59"	85426
	"Maryland"	"24"	"60 years"	"60"	84338
	"Maryland"	"24"	"61 years"	"61"	83075
	"Maryland"	"24"	"62 years"	"62"	81995
	"Maryland"	"24"	"63 years"	"63"	79808
	"Maryland"	"24"	"64 years"	"64"	77532
	"Maryland"	"24"	"65 years"	"65"	75508
	"Maryland"	"24"	"66 years"	"66"	73026
	"Maryland"	"24"	"67 years"	"67"	68721
	"Maryland"	"24"	"68 years"	"68"	66451
	"Maryland"	"24"	"69 years"	"69"	63458
	"Maryland"	"24"	"70 years"	"70"	60495
	"Maryland"	"24"	"71 years"	"71"	57611
	"Maryland"	"24"	"72 years"	"72"	54976
	"Maryland"	"24"	"73 years"	"73"	51959
	"Maryland"	"24"	"74 years"	"74"	50566
	"Maryland"	"24"	"75 years"	"75"	49462
	"Maryland"	"24"	"76 years"	"76"	51293
	"Maryland"	"24"	"77 years"	"77"	36255
	"Maryland"	"24"	"78 years"	"78"	34468
	"Maryland"	"24"	"79 years"	"79"	32664
	"Maryland"	"24"	"80 years"	"80"	32646
	"Maryland"	"24"	"81 years"	"81"	27778
	"Maryland"	"24"	"82 years"	"82"	24312
	"Maryland"	"24"	"83 years"	"83"	21652
	"Maryland"	"24"	"84 years"	"84"	19401
	"Maryland"	"24"	"85+ years"	"85+"	113682
"Total"	"Maryland"	"24"			6180253
	"Massachusetts"	"25"	"< 1 year"	"0"	69103
	"Massachusetts"	"25"	"1 year"	"1"	69691
	"Massachusetts"	"25"	"2 years"	"2"	66750
	"Massachusetts"	"25"	"3 years"	"3"	68967
	"Massachusetts"	"25"	"4 years"	"4"	69432
	"Massachusetts"	"25"	"5 years"	"5"	71205
	"Massachusetts"	"25"	"6 years"	"6"	72161
	"Massachusetts"	"25"	"7 years"	"7"	73508
	"Massachusetts"	"25"	"8 years"	"8"	74101
	"Massachusetts"	"25"	"9 years"	"9"	74225
	"Massachusetts"	"25"	"10 years"	"10"	74615
	"Massachusetts"	"25"	"11 years"	"11"	75211
	"Massachusetts"	"25"	"12 years"	"12"	76280
	"Massachusetts"	"25"	"13 years"	"13"	77562
	"Massachusetts"	"25"	"14 years"	"14"	79093
	"Massachusetts"	"25"	"15 years"	"15"	82505
	"Massachusetts"	"25"	"16 years"	"16"	83468
	"Massachusetts"	"25"	"17 years"	"17"	83924
	"Massachusetts"	"25"	"18 years"	"18"	96722
	"Massachusetts"	"25"	"19 years"	"19"	105533
	"Massachusetts"	"25"	"20 years"	"20"	101264
	"Massachusetts"	"25"	"21 years"	"21"	97197
	"Massachusetts"	"25"	"22 years"	"22"	95075
	"Massachusetts"	"25"	"23 years"	"23"	92456
	"Massachusetts"	"25"	"24 years"	"24"	92960
	"Massachusetts"	"25"	"25 years"	"25"	94179
	"Massachusetts"	"25"	"26 years"	"26"	94383
	"Massachusetts"	"25"	"27 years"	"27"	95484
	"Massachusetts"	"25"	"28 years"	"28"	96404
	"Massachusetts"	"25"	"29 years"	"29"	97358
	"Massachusetts"	"25"	"30 years"	"30"	98096
	"Massachusetts"	"25"	"31 years"	"31"	97959
	"Massachusetts"	"25"	"32 years"	"32"	98327
	"Massachusetts"	"25"	"33 years"	"33"	99777
	"Massachusetts"	"25"	"34 years"	"34"	98950
	"Massachusetts"	"25"	"35 years"	"35"	98804
	"Massachusetts"	"25"	"36 years"	"36"	97821
	"Massachusetts"	"25"	"37 years"	"37"	96825
	"Massachusetts"	"25"	"38 years"	"38"	95203
	"Massachusetts"	"25"	"39 years"	"39"	91291
	"Massachusetts"	"25"	"40 years"	"40"	91688
	"Massachusetts"	"25"	"41 years"	"41"	90700
	"Massachusetts"	"25"	"42 years"	"42"	88571
	"Massachusetts"	"25"	"43 years"	"43"	87624
	"Massachusetts"	"25"	"44 years"	"44"	85134
	"Massachusetts"	"25"	"45 years"	"45"	83412
	"Massachusetts"	"25"	"46 years"	"46"	81827
	"Massachusetts"	"25"	"47 years"	"47"	79265
	"Massachusetts"	"25"	"48 years"	"48"	80578
	"Massachusetts"	"25"	"49 years"	"49"	79794
	"Massachusetts"	"25"	"50 years"	"50"	81368
	"Massachusetts"	"25"	"51 years"	"51"	85815
	"Massachusetts"	"25"	"52 years"	"52"	92112
	"Massachusetts"	"25"	"53 years"	"53"	92209
	"Massachusetts"	"25"	"54 years"	"54"	90558
	"Massachusetts"	"25"	"55 years"	"55"	90066
	"Massachusetts"	"25"	"56 years"	"56"	91739
	"Massachusetts"	"25"	"57 years"	"57"	93482
	"Massachusetts"	"25"	"58 years"	"58"	96361
	"Massachusetts"	"25"	"59 years"	"59"	97692
	"Massachusetts"	"25"	"60 years"	"60"	97010
	"Massachusetts"	"25"	"61 years"	"61"	96558
	"Massachusetts"	"25"	"62 years"	"62"	95901
	"Massachusetts"	"25"	"63 years"	"63"	93174
	"Massachusetts"	"25"	"64 years"	"64"	91218
	"Massachusetts"	"25"	"65 years"	"65"	90269
	"Massachusetts"	"25"	"66 years"	"66"	87357
	"Massachusetts"	"25"	"67 years"	"67"	82813
	"Massachusetts"	"25"	"68 years"	"68"	80431
	"Massachusetts"	"25"	"69 years"	"69"	76853
	"Massachusetts"	"25"	"70 years"	"70"	73529
	"Massachusetts"	"25"	"71 years"	"71"	70306
	"Massachusetts"	"25"	"72 years"	"72"	66695
	"Massachusetts"	"25"	"73 years"	"73"	62988
	"Massachusetts"	"25"	"74 years"	"74"	61532
	"Massachusetts"	"25"	"75 years"	"75"	60100
	"Massachusetts"	"25"	"76 years"	"76"	63118
	"Massachusetts"	"25"	"77 years"	"77"	43643
	"Massachusetts"	"25"	"78 years"	"78"	41200
	"Massachusetts"	"25"	"79 years"	"79"	39766
	"Massachusetts"	"25"	"80 years"	"80"	39888
	"Massachusetts"	"25"	"81 years"	"81"	33275
	"Massachusetts"	"25"	"82 years"	"82"	28576
	"Massachusetts"	"25"	"83 years"	"83"	25546
	"Massachusetts"	"25"	"84 years"	"84"	23380
	"Massachusetts"	"25"	"85+ years"	"85+"	142409
"Total"	"Massachusetts"	"25"			7001399
	"Michigan"	"26"	"< 1 year"	"0"	101385
	"Michigan"	"26"	"1 year"	"1"	104476
	"Michigan"	"26"	"2 years"	"2"	103519
	"Michigan"	"26"	"3 years"	"3"	109751
	"Michigan"	"26"	"4 years"	"4"	110831
	"Michigan"	"26"	"5 years"	"5"	113724
	"Michigan"	"26"	"6 years"	"6"	115663
	"Michigan"	"26"	"7 years"	"7"	118401
	"Michigan"	"26"	"8 years"	"8"	119442
	"Michigan"	"26"	"9 years"	"9"	119310
	"Michigan"	"26"	"10 years"	"10"	118441
	"Michigan"	"26"	"11 years"	"11"	118518
	"Michigan"	"26"	"12 years"	"12"	119734
	"Michigan"	"26"	"13 years"	"13"	122825
	"Michigan"	"26"	"14 years"	"14"	125117
	"Michigan"	"26"	"15 years"	"15"	130062
	"Michigan"	"26"	"16 years"	"16"	130625
	"Michigan"	"26"	"17 years"	"17"	130087
	"Michigan"	"26"	"18 years"	"18"	129595
	"Michigan"	"26"	"19 years"	"19"	126741
	"Michigan"	"26"	"20 years"	"20"	130740
	"Michigan"	"26"	"21 years"	"21"	133739
	"Michigan"	"26"	"22 years"	"22"	136850
	"Michigan"	"26"	"23 years"	"23"	135443
	"Michigan"	"26"	"24 years"	"24"	129999
	"Michigan"	"26"	"25 years"	"25"	126979
	"Michigan"	"26"	"26 years"	"26"	125446
	"Michigan"	"26"	"27 years"	"27"	125533
	"Michigan"	"26"	"28 years"	"28"	128654
	"Michigan"	"26"	"29 years"	"29"	131890
	"Michigan"	"26"	"30 years"	"30"	133845
	"Michigan"	"26"	"31 years"	"31"	137175
	"Michigan"	"26"	"32 years"	"32"	140432
	"Michigan"	"26"	"33 years"	"33"	138681
	"Michigan"	"26"	"34 years"	"34"	130321
	"Michigan"	"26"	"35 years"	"35"	125198
	"Michigan"	"26"	"36 years"	"36"	122455
	"Michigan"	"26"	"37 years"	"37"	122772
	"Michigan"	"26"	"38 years"	"38"	123396
	"Michigan"	"26"	"39 years"	"39"	120576
	"Michigan"	"26"	"40 years"	"40"	122892
	"Michigan"	"26"	"41 years"	"41"	123191
	"Michigan"	"26"	"42 years"	"42"	122527
	"Michigan"	"26"	"43 years"	"43"	122356
	"Michigan"	"26"	"44 years"	"44"	119044
	"Michigan"	"26"	"45 years"	"45"	116405
	"Michigan"	"26"	"46 years"	"46"	114624
	"Michigan"	"26"	"47 years"	"47"	110421
	"Michigan"	"26"	"48 years"	"48"	112556
	"Michigan"	"26"	"49 years"	"49"	111571
	"Michigan"	"26"	"50 years"	"50"	115170
	"Michigan"	"26"	"51 years"	"51"	123201
	"Michigan"	"26"	"52 years"	"52"	132909
	"Michigan"	"26"	"53 years"	"53"	130449
	"Michigan"	"26"	"54 years"	"54"	126029
	"Michigan"	"26"	"55 years"	"55"	124223
	"Michigan"	"26"	"56 years"	"56"	126313
	"Michigan"	"26"	"57 years"	"57"	127943
	"Michigan"	"26"	"58 years"	"58"	132812
	"Michigan"	"26"	"59 years"	"59"	137441
	"Michigan"	"26"	"60 years"	"60"	138026
	"Michigan"	"26"	"61 years"	"61"	139353
	"Michigan"	"26"	"62 years"	"62"	139829
	"Michigan"	"26"	"63 years"	"63"	136691
	"Michigan"	"26"	"64 years"	"64"	136162
	"Michigan"	"26"	"65 years"	"65"	136568
	"Michigan"	"26"	"66 years"	"66"	134121
	"Michigan"	"26"	"67 years"	"67"	127239
	"Michigan"	"26"	"68 years"	"68"	123470
	"Michigan"	"26"	"69 years"	"69"	118966
	"Michigan"	"26"	"70 years"	"70"	113675
	"Michigan"	"26"	"71 years"	"71"	109511
	"Michigan"	"26"	"72 years"	"72"	103026
	"Michigan"	"26"	"73 years"	"73"	95557
	"Michigan"	"26"	"74 years"	"74"	92315
	"Michigan"	"26"	"75 years"	"75"	88973
	"Michigan"	"26"	"76 years"	"76"	92806
	"Michigan"	"26"	"77 years"	"77"	62989
	"Michigan"	"26"	"78 years"	"78"	59390
	"Michigan"	"26"	"79 years"	"79"	57634
	"Michigan"	"26"	"80 years"	"80"	59117
	"Michigan"	"26"	"81 years"	"81"	49630
	"Michigan"	"26"	"82 years"	"82"	42759
	"Michigan"	"26"	"83 years"	"83"	37307
	"Michigan"	"26"	"84 years"	"84"	33725
	"Michigan"	"26"	"85+ years"	"85+"	187974
"Total"	"Michigan"	"26"			10037261
	"Minnesota"	"27"	"< 1 year"	"0"	63637
	"Minnesota"	"27"	"1 year"	"1"	65087
	"Minnesota"	"27"	"2 years"	"2"	63796
	"Minnesota"	"27"	"3 years"	"3"	67484
	"Minnesota"	"27"	"4 years"	"4"	68426
	"Minnesota"	"27"	"5 years"	"5"	69818
	"Minnesota"	"27"	"6 years"	"6"	71804
	"Minnesota"	"27"	"7 years"	"7"	73529
	"Minnesota"	"27"	"8 years"	"8"	74067
	"Minnesota"	"27"	"9 years"	"9"	73965
	"Minnesota"	"27"	"10 years"	"10"	73535
	"Minnesota"	"27"	"11 years"	"11"	73429
	"Minnesota"	"27"	"12 years"	"12"	73459
	"Minnesota"	"27"	"13 years"	"13"	75296
	"Minnesota"	"27"	"14 years"	"14"	76956
	"Minnesota"	"27"	"15 years"	"15"	79558
	"Minnesota"	"27"	"16 years"	"16"	79223
	"Minnesota"	"27"	"17 years"	"17"	77865
	"Minnesota"	"27"	"18 years"	"18"	73879
	"Minnesota"	"27"	"19 years"	"19"	73942
	"Minnesota"	"27"	"20 years"	"20"	73130
	"Minnesota"	"27"	"21 years"	"21"	71981
	"Minnesota"	"27"	"22 years"	"22"	73188
	"Minnesota"	"27"	"23 years"	"23"	71016
	"Minnesota"	"27"	"24 years"	"24"	69657
	"Minnesota"	"27"	"25 years"	"25"	69256
	"Minnesota"	"27"	"26 years"	"26"	70234
	"Minnesota"	"27"	"27 years"	"27"	70815
	"Minnesota"	"27"	"28 years"	"28"	72593
	"Minnesota"	"27"	"29 years"	"29"	74383
	"Minnesota"	"27"	"30 years"	"30"	75154
	"Minnesota"	"27"	"31 years"	"31"	76418
	"Minnesota"	"27"	"32 years"	"32"	76142
	"Minnesota"	"27"	"33 years"	"33"	76621
	"Minnesota"	"27"	"34 years"	"34"	76514
	"Minnesota"	"27"	"35 years"	"35"	76925
	"Minnesota"	"27"	"36 years"	"36"	77652
	"Minnesota"	"27"	"37 years"	"37"	79403
	"Minnesota"	"27"	"38 years"	"38"	80203
	"Minnesota"	"27"	"39 years"	"39"	78715
	"Minnesota"	"27"	"40 years"	"40"	79871
	"Minnesota"	"27"	"41 years"	"41"	79875
	"Minnesota"	"27"	"42 years"	"42"	78502
	"Minnesota"	"27"	"43 years"	"43"	77060
	"Minnesota"	"27"	"44 years"	"44"	73270
	"Minnesota"	"27"	"45 years"	"45"	70144
	"Minnesota"	"27"	"46 years"	"46"	67675
	"Minnesota"	"27"	"47 years"	"47"	64247
	"Minnesota"	"27"	"48 years"	"48"	64227
	"Minnesota"	"27"	"49 years"	"49"	61618
	"Minnesota"	"27"	"50 years"	"50"	61600
	"Minnesota"	"27"	"51 years"	"51"	64917
	"Minnesota"	"27"	"52 years"	"52"	70100
	"Minnesota"	"27"	"53 years"	"53"	69719
	"Minnesota"	"27"	"54 years"	"54"	67590
	"Minnesota"	"27"	"55 years"	"55"	66002
	"Minnesota"	"27"	"56 years"	"56"	66635
	"Minnesota"	"27"	"57 years"	"57"	68308
	"Minnesota"	"27"	"58 years"	"58"	71619
	"Minnesota"	"27"	"59 years"	"59"	74337
	"Minnesota"	"27"	"60 years"	"60"	75615
	"Minnesota"	"27"	"61 years"	"61"	76713
	"Minnesota"	"27"	"62 years"	"62"	77221
	"Minnesota"	"27"	"63 years"	"63"	75445
	"Minnesota"	"27"	"64 years"	"64"	73603
	"Minnesota"	"27"	"65 years"	"65"	72380
	"Minnesota"	"27"	"66 years"	"66"	70084
	"Minnesota"	"27"	"67 years"	"67"	66354
	"Minnesota"	"27"	"68 years"	"68"	64355
	"Minnesota"	"27"	"69 years"	"69"	62131
	"Minnesota"	"27"	"70 years"	"70"	59515
	"Minnesota"	"27"	"71 years"	"71"	57374
	"Minnesota"	"27"	"72 years"	"72"	53601
	"Minnesota"	"27"	"73 years"	"73"	49932
	"Minnesota"	"27"	"74 years"	"74"	47417
	"Minnesota"	"27"	"75 years"	"75"	45273
	"Minnesota"	"27"	"76 years"	"76"	47059
	"Minnesota"	"27"	"77 years"	"77"	32090
	"Minnesota"	"27"	"78 years"	"78"	30950
	"Minnesota"	"27"	"79 years"	"79"	30143
	"Minnesota"	"27"	"80 years"	"80"	30497
	"Minnesota"	"27"	"81 years"	"81"	25649
	"Minnesota"	"27"	"82 years"	"82"	22707
	"Minnesota"	"27"	"83 years"	"83"	20656
	"Minnesota"	"27"	"84 years"	"84"	18967
	"Minnesota"	"27"	"85+ years"	"85+"	116113
"Total"	"Minnesota"	"27"			5737915
	"Mississippi"	"28"	"< 1 year"	"0"	34372
	"Mississippi"	"28"	"1 year"	"1"	34415
	"Mississippi"	"28"	"2 years"	"2"	34674
	"Mississippi"	"28"	"3 years"	"3"	35015
	"Mississippi"	"28"	"4 years"	"4"	35394
	"Mississippi"	"28"	"5 years"	"5"	36036
	"Mississippi"	"28"	"6 years"	"6"	36060
	"Mississippi"	"28"	"7 years"	"7"	36989
	"Mississippi"	"28"	"8 years"	"8"	37105
	"Mississippi"	"28"	"9 years"	"9"	37104
	"Mississippi"	"28"	"10 years"	"10"	36911
	"Mississippi"	"28"	"11 years"	"11"	37531
	"Mississippi"	"28"	"12 years"	"12"	37865
	"Mississippi"	"28"	"13 years"	"13"	39242
	"Mississippi"	"28"	"14 years"	"14"	41334
	"Mississippi"	"28"	"15 years"	"15"	43566
	"Mississippi"	"28"	"16 years"	"16"	43972
	"Mississippi"	"28"	"17 years"	"17"	42241
	"Mississippi"	"28"	"18 years"	"18"	40725
	"Mississippi"	"28"	"19 years"	"19"	41926
	"Mississippi"	"28"	"20 years"	"20"	40445
	"Mississippi"	"28"	"21 years"	"21"	40112
	"Mississippi"	"28"	"22 years"	"22"	41304
	"Mississippi"	"28"	"23 years"	"23"	40746
	"Mississippi"	"28"	"24 years"	"24"	38273
	"Mississippi"	"28"	"25 years"	"25"	37177
	"Mississippi"	"28"	"26 years"	"26"	36009
	"Mississippi"	"28"	"27 years"	"27"	35750
	"Mississippi"	"28"	"28 years"	"28"	36341
	"Mississippi"	"28"	"29 years"	"29"	37290
	"Mississippi"	"28"	"30 years"	"30"	38134
	"Mississippi"	"28"	"31 years"	"31"	38918
	"Mississippi"	"28"	"32 years"	"32"	39408
	"Mississippi"	"28"	"33 years"	"33"	39098
	"Mississippi"	"28"	"34 years"	"34"	37512
	"Mississippi"	"28"	"35 years"	"35"	35759
	"Mississippi"	"28"	"36 years"	"36"	35344
	"Mississippi"	"28"	"37 years"	"37"	35815
	"Mississippi"	"28"	"38 years"	"38"	36310
	"Mississippi"	"28"	"39 years"	"39"	35904
	"Mississippi"	"28"	"40 years"	"40"	36867
	"Mississippi"	"28"	"41 years"	"41"	37581
	"Mississippi"	"28"	"42 years"	"42"	37521
	"Mississippi"	"28"	"43 years"	"43"	37605
	"Mississippi"	"28"	"44 years"	"44"	36061
	"Mississippi"	"28"	"45 years"	"45"	35193
	"Mississippi"	"28"	"46 years"	"46"	35108
	"Mississippi"	"28"	"47 years"	"47"	33646
	"Mississippi"	"28"	"48 years"	"48"	33878
	"Mississippi"	"28"	"49 years"	"49"	33384
	"Mississippi"	"28"	"50 years"	"50"	34099
	"Mississippi"	"28"	"51 years"	"51"	36051
	"Mississippi"	"28"	"52 years"	"52"	38062
	"Mississippi"	"28"	"53 years"	"53"	36862
	"Mississippi"	"28"	"54 years"	"54"	35048
	"Mississippi"	"28"	"55 years"	"55"	34466
	"Mississippi"	"28"	"56 years"	"56"	34494
	"Mississippi"	"28"	"57 years"	"57"	35062
	"Mississippi"	"28"	"58 years"	"58"	36980
	"Mississippi"	"28"	"59 years"	"59"	37805
	"Mississippi"	"28"	"60 years"	"60"	37695
	"Mississippi"	"28"	"61 years"	"61"	38152
	"Mississippi"	"28"	"62 years"	"62"	38083
	"Mississippi"	"28"	"63 years"	"63"	37478
	"Mississippi"	"28"	"64 years"	"64"	36721
	"Mississippi"	"28"	"65 years"	"65"	36005
	"Mississippi"	"28"	"66 years"	"66"	35673
	"Mississippi"	"28"	"67 years"	"67"	34131
	"Mississippi"	"28"	"68 years"	"68"	33269
	"Mississippi"	"28"	"69 years"	"69"	31908
	"Mississippi"	"28"	"70 years"	"70"	30129
	"Mississippi"	"28"	"71 years"	"71"	28839
	"Mississippi"	"28"	"72 years"	"72"	27690
	"Mississippi"	"28"	"73 years"	"73"	25982
	"Mississippi"	"28"	"74 years"	"74"	24967
	"Mississippi"	"28"	"75 years"	"75"	24144
	"Mississippi"	"28"	"76 years"	"76"	25305
	"Mississippi"	"28"	"77 years"	"77"	17322
	"Mississippi"	"28"	"78 years"	"78"	16458
	"Mississippi"	"28"	"79 years"	"79"	15563
	"Mississippi"	"28"	"80 years"	"80"	15312
	"Mississippi"	"28"	"81 years"	"81"	12923
	"Mississippi"	"28"	"82 years"	"82"	11564
	"Mississippi"	"28"	"83 years"	"83"	10456
	"Mississippi"	"28"	"84 years"	"84"	9388
	"Mississippi"	"28"	"85+ years"	"85+"	50634
"Total"	"Mississippi"	"28"			2939690
	"Missouri"	"29"	"< 1 year"	"0"	67996
	"Missouri"	"29"	"1 year"	"1"	69034
	"Missouri"	"29"	"2 years"	"2"	69108
	"Missouri"	"29"	"3 years"	"3"	72241
	"Missouri"	"29"	"4 years"	"4"	73138
	"Missouri"	"29"	"5 years"	"5"	74514
	"Missouri"	"29"	"6 years"	"6"	75080
	"Missouri"	"29"	"7 years"	"7"	76712
	"Missouri"	"29"	"8 years"	"8"	77212
	"Missouri"	"29"	"9 years"	"9"	77209
	"Missouri"	"29"	"10 years"	"10"	76495
	"Missouri"	"29"	"11 years"	"11"	76723
	"Missouri"	"29"	"12 years"	"12"	77606
	"Missouri"	"29"	"13 years"	"13"	79189
	"Missouri"	"29"	"14 years"	"14"	81219
	"Missouri"	"29"	"15 years"	"15"	84114
	"Missouri"	"29"	"16 years"	"16"	84156
	"Missouri"	"29"	"17 years"	"17"	82724
	"Missouri"	"29"	"18 years"	"18"	77692
	"Missouri"	"29"	"19 years"	"19"	80305
	"Missouri"	"29"	"20 years"	"20"	80761
	"Missouri"	"29"	"21 years"	"21"	80976
	"Missouri"	"29"	"22 years"	"22"	82639
	"Missouri"	"29"	"23 years"	"23"	81838
	"Missouri"	"29"	"24 years"	"24"	79824
	"Missouri"	"29"	"25 years"	"25"	79161
	"Missouri"	"29"	"26 years"	"26"	78605
	"Missouri"	"29"	"27 years"	"27"	78172
	"Missouri"	"29"	"28 years"	"28"	78821
	"Missouri"	"29"	"29 years"	"29"	80514
	"Missouri"	"29"	"30 years"	"30"	81966
	"Missouri"	"29"	"31 years"	"31"	84542
	"Missouri"	"29"	"32 years"	"32"	85295
	"Missouri"	"29"	"33 years"	"33"	84422
	"Missouri"	"29"	"34 years"	"34"	81169
