Session Title,HA1C 7.0% or more and Percentage with BMI 30.0  or more and 49.8  or less by Age in Years (Current) Range and State of Residence (U.S.),,,
,"HUNTINGTON, IN",10 or fewer,-,-
,"FLOYD, GA",10 or fewer,-,-
,"GIBSON, IN",10 or fewer,-,-
,"OGLE, IL",10 or fewer,-,-
,"BOURBON, KY",10 or fewer,-,-
,"HARRISON, IN",10 or fewer,-,-
,"CARROLL, GA",10 or fewer,-,-
,"LAUREL, KY",10 or fewer,-,-
,"WHITLEY, IN",10 or fewer,-,-
,"MARSHALL, IN",10 or fewer,-,-
,"CLARK, KY",10 or fewer,-,-
,"LIVINGSTON, IL",10 or fewer,-,-
,"CRITTENDEN, AR",10 or fewer,-,-
,"EFFINGHAM, IL",10 or fewer,-,-
,"WARREN, IA",10 or fewer,-,-
,"MARSHALL, IA",10 or fewer,-,-
,"SARASOTA, FL",10 or fewer,-,-
,"ELMORE, ID",10 or fewer,-,-
,"CLINTON, IL",10 or fewer,-,-
,"DOUGLAS, KS",10 or fewer,-,-
,"CATOOSA, GA",10 or fewer,-,-
,"BUREAU, IL",10 or fewer,-,-
,"WALKER, GA",10 or fewer,-,-
,"MERCED, CA",10 or fewer,-,-
,"SCOTT, KY",10 or fewer,-,-
,"DEKALB, IL",10 or fewer,-,-
,"MANATEE, FL",10 or fewer,-,-
,"MARSHALL, KY",10 or fewer,-,-
,"WALTON, GA",10 or fewer,-,-
,"DEARBORN, IN",10 or fewer,-,-
,"PULASKI, KY",10 or fewer,-,-
,"HENDRICKS, IN",10 or fewer,-,-
,"WABASH, IN",10 or fewer,-,-
,"WHITE, GA",10 or fewer,-,-
,"LUMPKIN, GA",10 or fewer,-,-
,"DAVIESS, KY",10 or fewer,-,-
,"BLAINE, ID",10 or fewer,-,-
,"WHITE, AR",10 or fewer,-,-
,"RICHMOND, GA",10 or fewer,-,-
,"COLUMBIA, FL",10 or fewer,-,-
,"COLES, IL",10 or fewer,-,-
,"STEPHENS, GA",10 or fewer,-,-
,"PAYETTE, ID",10 or fewer,-,-
,"COWETA, GA",10 or fewer,-,-
,"COFFEE, AL",10 or fewer,-,-
,"FAYETTE, GA",10 or fewer,-,-
,"MURRAY, GA",10 or fewer,-,-
,"GRAVES, KY",10 or fewer,-,-
,"LEVY, FL",10 or fewer,-,-
,"CAMDEN, GA",10 or fewer,-,-
,"GEARY, KS",10 or fewer,-,-
,"STEUBEN, IN",10 or fewer,-,-
,"GREENE, AR",10 or fewer,-,-
,"DAWSON, GA",10 or fewer,-,-
,"PUTNAM, FL",10 or fewer,-,-
,"LYON, KS",10 or fewer,-,-
,"KNOX, KY",10 or fewer,-,-
,"YAVAPAI, AZ",10 or fewer,-,-
,"JEROME, ID",10 or fewer,-,-
,"NAPA, CA",10 or fewer,-,-
,"RILEY, KS",10 or fewer,-,-
,"NEWTON, GA",10 or fewer,-,-
,"CLEBURNE, AR",10 or fewer,-,-
,"FLOYD, KY",10 or fewer,-,-
,"BARTON, KS",10 or fewer,-,-
,"POSEY, IN",10 or fewer,-,-
,"POTTAWATTAMIE, IA",10 or fewer,-,-
,"GARLAND, AR",10 or fewer,-,-
,"ROUTT, CO",10 or fewer,-,-
,"MACOUPIN, IL",10 or fewer,-,-
,"HOT SPRING, AR",10 or fewer,-,-
,"FULTON, IL",10 or fewer,-,-
,"LAGRANGE, IN",10 or fewer,-,-
,"MEADE, KY",10 or fewer,-,-
,"COLUMBIA, GA",10 or fewer,-,-
,"DALE, AL",10 or fewer,-,-
,"ROCKDALE, GA",10 or fewer,-,-
,"KINGS, CA",10 or fewer,-,-
,"BENTON, IA",10 or fewer,-,-
,"ESCAMBIA, FL",10 or fewer,-,-
,"ANDERSON, KY",10 or fewer,-,-
,"HENRY, KY",10 or fewer,-,-
,"WAPELLO, IA",10 or fewer,-,-
,"SIOUX, IA",10 or fewer,-,-
,"TELLER, CO",10 or fewer,-,-
,"FAYETTE, IN",10 or fewer,-,-
,"CLAY, KY",10 or fewer,-,-
,"STORY, IA",10 or fewer,-,-
,"FRANKLIN, GA",10 or fewer,-,-
,"DELAWARE, IN",10 or fewer,-,-
,"HENDRY, FL",10 or fewer,-,-
,"MAHASKA, IA",10 or fewer,-,-
,"BUENA VISTA, IA",10 or fewer,-,-
,"LEON, FL",10 or fewer,-,-
,"DES MOINES, IA",10 or fewer,-,-
,"JEFFERSON, IN",10 or fewer,-,-
,"CLARK, AR",10 or fewer,-,-
,"MONTGOMERY, IL",10 or fewer,-,-
,"POLK, GA",10 or fewer,-,-
,"CLINTON, IA",10 or fewer,-,-
,"SPENCER, KY",10 or fewer,-,-
,"BANKS, GA",10 or fewer,-,-
,"WASHINGTON, IN",10 or fewer,-,-
,"CHRISTIAN, IL",10 or fewer,-,-
,"POPE, AR",10 or fewer,-,-
,"ARKANSAS, AR",10 or fewer,-,-
,"COCHISE, AZ",10 or fewer,-,-
,"WASHINGTON, IA",10 or fewer,-,-
,"MUHLENBERG, KY",10 or fewer,-,-
,"DOUGLAS, IL",10 or fewer,-,-
,"HART, GA",10 or fewer,-,-
,"POINSETT, AR",10 or fewer,-,-
,"JONES, IA",10 or fewer,-,-
,"PIATT, IL",10 or fewer,-,-
,"SAN BENITO, CA",10 or fewer,-,-
,"MORGAN, IN",10 or fewer,-,-
,"RICHLAND, IL",10 or fewer,-,-
,"POWESHIEK, IA",10 or fewer,-,-
,"CHRISTIAN, KY",10 or fewer,-,-
,"BUTTS, GA",10 or fewer,-,-
,"WARREN, IL",10 or fewer,-,-
,"MISSISSIPPI, AR",10 or fewer,-,-
,"OUACHITA, AR",10 or fewer,-,-
,"TUSCALOOSA, AL",10 or fewer,-,-
,"OSAGE, KS",10 or fewer,-,-
,"SEDGWICK, KS",10 or fewer,-,-
,"LATAH, ID",10 or fewer,-,-
,"CEDAR, IA",10 or fewer,-,-
,"HARDEE, FL",10 or fewer,-,-
,"SHASTA, CA",10 or fewer,-,-
,"SUWANNEE, FL",10 or fewer,-,-
,"BRADFORD, FL",10 or fewer,-,-
,"FRANKLIN, KS",10 or fewer,-,-
,"GENEVA, AL",10 or fewer,-,-
,"MAUI, HI",10 or fewer,-,-
,"LEE, IA",10 or fewer,-,-
,"BREMER, IA",10 or fewer,-,-
,"PLYMOUTH, IA",10 or fewer,-,-
,"SHELBY, IL",10 or fewer,-,-
,"RIPLEY, IN",10 or fewer,-,-
,"BUTTE, CA",10 or fewer,-,-
,"BAKER, FL",10 or fewer,-,-
,"DAVIESS, IN",10 or fewer,-,-
,"SCOTT, IN",10 or fewer,-,-
,"OCONEE, GA",10 or fewer,-,-
,"LARUE, KY",10 or fewer,-,-
,"JEFFERSON, KS",10 or fewer,-,-
,"JASPER, IA",10 or fewer,-,-
,"GEM, ID",10 or fewer,-,-
,"OKALOOSA, FL",10 or fewer,-,-
,"GARRARD, KY",10 or fewer,-,-
,"BOND, IL",10 or fewer,-,-
,"IOWA, IA",10 or fewer,-,-
,"JACKSON, IN",10 or fewer,-,-
,"MIAMI, IN",10 or fewer,-,-
,"GRAYSON, KY",10 or fewer,-,-
,"UNION, KY",10 or fewer,-,-
,"CALLOWAY, KY",10 or fewer,-,-
,"OBRIEN, IA",10 or fewer,-,-
,"STEPHENSON, IL",10 or fewer,-,-
,"SANTA ROSA, FL",10 or fewer,-,-
,"GREENE, GA",10 or fewer,-,-
,"MONROE, FL",10 or fewer,-,-
,"GRANT, IN",10 or fewer,-,-
,"TAMA, IA",10 or fewer,-,-
,"WOODFORD, KY",10 or fewer,-,-
,"VALLEY, ID",10 or fewer,-,-
,"GRUNDY, IL",10 or fewer,-,-
,"MINIDOKA, ID",10 or fewer,-,-
,"JENNINGS, IN",10 or fewer,-,-
,"BRECKINRIDGE, KY",10 or fewer,-,-
,"WEBSTER, KY",10 or fewer,-,-
,"ELBERT, CO",10 or fewer,-,-
,"ESTILL, KY",10 or fewer,-,-
,"LAKE, CA",10 or fewer,-,-
,"RABUN, GA",10 or fewer,-,-
,"SAN LUIS OBISPO, CA",10 or fewer,-,-
,"BERRIEN, GA",10 or fewer,-,-
,"MIAMI, KS",10 or fewer,-,-
,"FRANKLIN, IN",10 or fewer,-,-
,"MARSHALL, IL",10 or fewer,-,-
,"LA PORTE, IN",10 or fewer,-,-
,"GOODING, ID",10 or fewer,-,-
,"IROQUOIS, IL",10 or fewer,-,-
,"ALLAMAKEE, IA",10 or fewer,-,-
,"FREMONT, CO",10 or fewer,-,-
,"WINNESHIEK, IA",10 or fewer,-,-
,"FAYETTE, IA",10 or fewer,-,-
,"LEE, IL",10 or fewer,-,-
,"IMPERIAL, CA",10 or fewer,-,-
,"BOYLE, KY",10 or fewer,-,-
,"UNION, AR",10 or fewer,-,-
,"MERCER, IL",10 or fewer,-,-
,"SPENCER, IN",10 or fewer,-,-
,"BAY, FL",10 or fewer,-,-
,"GRANT, AR",10 or fewer,-,-
,"ETOWAH, AL",10 or fewer,-,-
,"WILLIAMSON, IL",10 or fewer,-,-
,"MUSCOGEE, GA",10 or fewer,-,-
,"WHITESIDE, IL",10 or fewer,-,-
,"SHELBY, IN",10 or fewer,-,-
,"DEL NORTE, CA",10 or fewer,-,-
,"HENRY, IN",10 or fewer,-,-
,"LOGAN, IL",10 or fewer,-,-
,"CASSIA, ID",10 or fewer,-,-
,"POTTAWATOMIE, KS",10 or fewer,-,-
,"KANKAKEE, IL",10 or fewer,-,-
,"INDEPENDENCE, AR",10 or fewer,-,-
,"LAWRENCE, IL",10 or fewer,-,-
,"FAYETTE, IL",10 or fewer,-,-
,"MASSAC, IL",10 or fewer,-,-
,"WARREN, KY",10 or fewer,-,-
,"WELLS, IN",10 or fewer,-,-
,"MARION, AL",10 or fewer,-,-
,"BUCHANAN, IA",10 or fewer,-,-
,"OWYHEE, ID",10 or fewer,-,-
,"MERCER, KY",10 or fewer,-,-
,"BELL, KY",10 or fewer,-,-
,"BOYD, KY",10 or fewer,-,-
,"JACKSON, KS",10 or fewer,-,-
,"MADISON, GA",10 or fewer,-,-
,"MOFFAT, CO",10 or fewer,-,-
,"LETCHER, KY",10 or fewer,-,-
,"BOONE, IN",10 or fewer,-,-
,"CRAWFORD, IL",10 or fewer,-,-
,"MCCREARY, KY",10 or fewer,-,-
,"PICKENS, GA",10 or fewer,-,-
,"DUBOIS, IN",10 or fewer,-,-
,"CHATTOOGA, GA",10 or fewer,-,-
,"FORD, IL",10 or fewer,-,-
,"COCONINO, AZ",10 or fewer,-,-
,"MARION, IA",10 or fewer,-,-
,"JACKSON, IL",10 or fewer,-,-
,"PIKE, IN",10 or fewer,-,-
,"MILLER, AR",10 or fewer,-,-
,"BINGHAM, ID",10 or fewer,-,-
,"DECATUR, IN",10 or fewer,-,-
,"BIBB, GA",10 or fewer,-,-
,"UNION, GA",10 or fewer,-,-
,"HOUSTON, GA",10 or fewer,-,-
,"GILCHRIST, FL",10 or fewer,-,-
,"MERIWETHER, GA",10 or fewer,-,-
,"MORGAN, CO",10 or fewer,-,-
,"JACKSON, FL",10 or fewer,-,-
,"ESCAMBIA, AL",10 or fewer,-,-
,"CLAYTON, IA",10 or fewer,-,-
,"JO DAVIESS, IL",10 or fewer,-,-
,"HENRY, IA",10 or fewer,-,-
,"HUMBOLDT, IA",10 or fewer,-,-
,"CARTER, KY",10 or fewer,-,-
,"LYON, IA",10 or fewer,-,-
,"MORGAN, IL",10 or fewer,-,-
,"CONWAY, AR",10 or fewer,-,-
,"BATH, KY",10 or fewer,-,-
,"CARROLL, KY",10 or fewer,-,-
,"KNOTT, KY",10 or fewer,-,-
,"CALDWELL, KY",10 or fewer,-,-
,"MARION, KY",10 or fewer,-,-
,"GRUNDY, IA",10 or fewer,-,-
,"MOULTRIE, IL",10 or fewer,-,-
,"BONNEVILLE, ID",10 or fewer,-,-
,"LIVINGSTON, KY",10 or fewer,-,-
,"NEVADA, CA",10 or fewer,-,-
,"CHOCTAW, AL",10 or fewer,-,-
,"DIXIE, FL",10 or fewer,-,-
,"TAYLOR, KY",10 or fewer,-,-
,"DREW, AR",10 or fewer,-,-
,"WASHINGTON, ID",10 or fewer,-,-
,"ADAMS, IN",10 or fewer,-,-
,"ROCKCASTLE, KY",10 or fewer,-,-
,"CROSS, AR",10 or fewer,-,-
,"MCDONOUGH, IL",10 or fewer,-,-
,"JOHNSON, AR",10 or fewer,-,-
,"JACKSON, KY",10 or fewer,-,-
,"CHATHAM, GA",10 or fewer,-,-
,"MASON, IL",10 or fewer,-,-
,"DELAWARE, IA",10 or fewer,-,-
,"HENRY, AL",10 or fewer,-,-
,"HARALSON, GA",10 or fewer,-,-
,"OKEECHOBEE, FL",10 or fewer,-,-
,"JACKSON, IA",10 or fewer,-,-
,"LANIER, GA",10 or fewer,-,-
,"KEOKUK, IA",10 or fewer,-,-
,"VAN BUREN, AR",10 or fewer,-,-
,"COOK, GA",10 or fewer,-,-
,"RANDOLPH, IN",10 or fewer,-,-
,"GRANT, KY",10 or fewer,-,-
,"LOUISA, IA",10 or fewer,-,-
,"GARFIELD, CO",10 or fewer,-,-
,"HARLAN, KY",10 or fewer,-,-
,"LOGAN, AR",10 or fewer,-,-
,"CALHOUN, AL",10 or fewer,-,-
,"BUTLER, IA",10 or fewer,-,-
,"LASSEN, CA",10 or fewer,-,-
,"MONTGOMERY, KY",10 or fewer,-,-
,"PUTNAM, GA",10 or fewer,-,-
,"JASPER, IL",10 or fewer,-,-
,"LINCOLN, KY",10 or fewer,-,-
,"JEFFERSON, IA",10 or fewer,-,-
,"PERRY, KY",10 or fewer,-,-
,"PIKE, GA",10 or fewer,-,-
,"WRIGHT, IA",10 or fewer,-,-
,"LAMAR, GA",10 or fewer,-,-
,"JOHNSON, KY",10 or fewer,-,-
,"JASPER, IN",10 or fewer,-,-
,"KODIAK ISLAND, AK",10 or fewer,-,-
,"UNION, FL",10 or fewer,-,-
,"CLAY, IL",10 or fewer,-,-
,"BROOKS, GA",10 or fewer,-,-
,"GILMER, GA",10 or fewer,-,-
,"STARKE, IN",10 or fewer,-,-
,"JEFFERSON, AL",10 or fewer,-,-
,"DADE, GA",10 or fewer,-,-
,"MADISON, IA",10 or fewer,-,-
,"BARBOUR, AL",10 or fewer,-,-
,"CALHOUN, IA",10 or fewer,-,-
,"ALLEN, KS",10 or fewer,-,-
,"FANNIN, GA",10 or fewer,-,-
,"LAWRENCE, AR",10 or fewer,-,-
,"ANDERSON, KS",10 or fewer,-,-
,"SAC, IA",10 or fewer,-,-
,"FRANKLIN, AR",10 or fewer,-,-
,"CHAMBERS, AL",10 or fewer,-,-
,"PERRY, AR",10 or fewer,-,-
,"UNION, IN",10 or fewer,-,-
,"CASS, IN",10 or fewer,-,-
,"EAGLE, CO",10 or fewer,-,-
,"SAINT FRANCIS, AR",10 or fewer,-,-
,"ADAIR, KY",10 or fewer,-,-
,"PITKIN, CO",10 or fewer,-,-
,"FLEMING, KY",10 or fewer,-,-
,"WHITE, IL",10 or fewer,-,-
,"MOHAVE, AZ",10 or fewer,-,-
,"FRANKLIN, IL",10 or fewer,-,-
,"HARRIS, GA",10 or fewer,-,-
,"HARRISON, KY",10 or fewer,-,-
,"COLUMBIA, AR",10 or fewer,-,-
,"POCAHONTAS, IA",10 or fewer,-,-
,"LAMAR, AL",10 or fewer,-,-
,"ASHLEY, AR",10 or fewer,-,-
,"TOWNS, GA",10 or fewer,-,-
,"EDGAR, IL",10 or fewer,-,-
,"SISKIYOU, CA",10 or fewer,-,-
,"ELBERT, GA",10 or fewer,-,-
,"SALINE, IL",10 or fewer,-,-
,"CRAWFORD, IN",10 or fewer,-,-
,"BROWN, IN",10 or fewer,-,-
,"YUBA, CA",10 or fewer,-,-
,"GLYNN, GA",10 or fewer,-,-
,"BOONE, IA",10 or fewer,-,-
,"LYON, KY",10 or fewer,-,-
,"TRIMBLE, KY",10 or fewer,-,-
,"OTERO, CO",10 or fewer,-,-
,"GREENUP, KY",10 or fewer,-,-
,"SANTA CRUZ, AZ",10 or fewer,-,-
,"THOMAS, KS",10 or fewer,-,-
,"WABASH, IL",10 or fewer,-,-
,"LOGAN, CO",10 or fewer,-,-
,"CLARKE, AL",10 or fewer,-,-
,"CERRO GORDO, IA",10 or fewer,-,-
,"PRAIRIE, AR",10 or fewer,-,-
,"PICKENS, AL",10 or fewer,-,-
,"BALLARD, KY",10 or fewer,-,-
,"CHEROKEE, IA",10 or fewer,-,-
,"PHILLIPS, AR",10 or fewer,-,-
,"HART, KY",10 or fewer,-,-
,"POWELL, KY",10 or fewer,-,-
,"ATCHISON, KS",10 or fewer,-,-
,"MONROE, AR",10 or fewer,-,-
,"CASEY, KY",10 or fewer,-,-
,"JERSEY, IL",10 or fewer,-,-
,"CUMBERLAND, IL",10 or fewer,-,-
,"WASHINGTON, AL",10 or fewer,-,-
,"UNION, IL",10 or fewer,-,-
,"JACKSON, AR",10 or fewer,-,-
,"PERRY, IN",10 or fewer,-,-
,"MONROE, IN",10 or fewer,-,-
,"STARK, IL",10 or fewer,-,-
,"MORGAN, GA",10 or fewer,-,-
,"SHARP, AR",10 or fewer,-,-
,"DEKALB, IN",10 or fewer,-,-
,"MARION, IL",10 or fewer,-,-
,"RANDOLPH, AR",10 or fewer,-,-
,"CALAVERAS, CA",10 or fewer,-,-
,"RANDOLPH, IL",10 or fewer,-,-
,"WASHINGTON, KY",10 or fewer,-,-
,"BREATHITT, KY",10 or fewer,-,-
,"MONROE, AL",10 or fewer,-,-
,"BARREN, KY",10 or fewer,-,-
,"CLAY, AR",10 or fewer,-,-
,"GREEN, KY",10 or fewer,-,-
,"WAYNE, KY",10 or fewer,-,-
,"SUMTER, AL",10 or fewer,-,-
,"MONTROSE, CO",10 or fewer,-,-
,"BOISE, ID",10 or fewer,-,-
,"LESLIE, KY",10 or fewer,-,-
,"PUTNAM, IL",10 or fewer,-,-
,"SUTTER, CA",10 or fewer,-,-
,"FULTON, IN",10 or fewer,-,-
,"DELTA, CO",10 or fewer,-,-
,"LEE, AL",10 or fewer,-,-
,"HAMILTON, IA",10 or fewer,-,-
,"YUMA, AZ",10 or fewer,-,-
,"NEVADA, AR",10 or fewer,-,-
,"HARDIN, IA",10 or fewer,-,-
,"WABAUNSEE, KS",10 or fewer,-,-
,"CRITTENDEN, KY",10 or fewer,-,-
,"DECATUR, IA",10 or fewer,-,-
,"GRAND, CO",10 or fewer,-,-
,"JACKSON, AL",10 or fewer,-,-
,"YELL, AR",10 or fewer,-,-
,"HAMILTON, FL",10 or fewer,-,-
,"MAGOFFIN, KY",10 or fewer,-,-
,"HEMPSTEAD, AR",10 or fewer,-,-
,"APPANOOSE, IA",10 or fewer,-,-
,"COFFEY, KS",10 or fewer,-,-
,"FULTON, KY",10 or fewer,-,-
,"JOHNSON, IL",10 or fewer,-,-
,"MADISON, FL",10 or fewer,-,-
,"CARROLL, IL",10 or fewer,-,-
,"UPSON, GA",10 or fewer,-,-
,"CHEROKEE, AL",10 or fewer,-,-
,"BEAR LAKE, ID",10 or fewer,-,-
,"WALTON, FL",10 or fewer,-,-
,"NEMAHA, KS",10 or fewer,-,-
,"RUSSELL, KY",10 or fewer,-,-
,"HENDERSON, IL",10 or fewer,-,-
,"PARK, CO",10 or fewer,-,-
,"TIPPECANOE, IN",10 or fewer,-,-
,"ROWAN, KY",10 or fewer,-,-
,"LAS ANIMAS, CO",10 or fewer,-,-
,"TUOLUMNE, CA",10 or fewer,-,-
,"DONIPHAN, KS",10 or fewer,-,-
,"MENARD, IL",10 or fewer,-,-
,"AMADOR, CA",10 or fewer,-,-
,"HANCOCK, IL",10 or fewer,-,-
,"MONONA, IA",10 or fewer,-,-
,"PAGE, IA",10 or fewer,-,-
,"RANDOLPH, AL",10 or fewer,-,-
,"GILA, AZ",10 or fewer,-,-
,"OGLETHORPE, GA",10 or fewer,-,-
,"BROWN, KS",10 or fewer,-,-
,"POWER, ID",10 or fewer,-,-
,"TIPTON, IN",10 or fewer,-,-
,"ADAMS, ID",10 or fewer,-,-
,"LINCOLN, ID",10 or fewer,-,-
,"GUTHRIE, IA",10 or fewer,-,-
,"CARLISLE, KY",10 or fewer,-,-
,"MADISON, AL",10 or fewer,-,-
,"BAXTER, AR",10 or fewer,-,-
,"CLARKE, IA",10 or fewer,-,-
,"LA PLATA, CO",10 or fewer,-,-
,"DICKINSON, KS",10 or fewer,-,-
,"TRIGG, KY",10 or fewer,-,-
,"PENDLETON, KY",10 or fewer,-,-
,"PLUMAS, CA",10 or fewer,-,-
,"DOUGHERTY, GA",10 or fewer,-,-
,"LAWRENCE, KY",10 or fewer,-,-
,"SCOTT, AR",10 or fewer,-,-
,"FOUNTAIN, IN",10 or fewer,-,-
,"HEARD, GA",10 or fewer,-,-
,"CASS, IL",10 or fewer,-,-
,"ANCHORAGE, AK",10 or fewer,-,-
,"MILLS, IA",10 or fewer,-,-
,"BRADLEY, AR",10 or fewer,-,-
,"LEE, KY",10 or fewer,-,-
,"CHICKASAW, IA",10 or fewer,-,-
,"SUMMIT, CO",10 or fewer,-,-
,"CLINTON, KY",10 or fewer,-,-
,"CHAFFEE, CO",10 or fewer,-,-
,"LINN, KS",10 or fewer,-,-
,"DESHA, AR",10 or fewer,-,-
,"MASON, KY",10 or fewer,-,-
,"BUTLER, KY",10 or fewer,-,-
,"OWEN, KY",10 or fewer,-,-
,"PROWERS, CO",10 or fewer,-,-
,"LINCOLN, AR",10 or fewer,-,-
,"NAVAJO, AZ",10 or fewer,-,-
,"COVINGTON, AL",10 or fewer,-,-
,"DESOTO, FL",10 or fewer,-,-
,"HOLMES, FL",10 or fewer,-,-
,"EDWARDS, IL",10 or fewer,-,-
,"CRAWFORD, KS",10 or fewer,-,-
,"POLK, AR",10 or fewer,-,-
,"WAYNE, IL",10 or fewer,-,-
,"CLEVELAND, AR",10 or fewer,-,-
,"MARIPOSA, CA",10 or fewer,-,-
,"PERRY, IL",10 or fewer,-,-
,"ALEXANDER, IL",10 or fewer,-,-
,"BOONE, AR",10 or fewer,-,-
,"MARSHALL, KS",10 or fewer,-,-
,"DALLAS, AR",10 or fewer,-,-
,"MCLEAN, KY",10 or fewer,-,-
,"CHARLTON, GA",10 or fewer,-,-
,"PULASKI, IL",10 or fewer,-,-
,"CLARK, IL",10 or fewer,-,-
,"DICKINSON, IA",10 or fewer,-,-
,"OSCEOLA, IA",10 or fewer,-,-
,"SALINE, KS",10 or fewer,-,-
,"HOWARD, IA",10 or fewer,-,-
,"OHIO, KY",10 or fewer,-,-
,"RUSH, IN",10 or fewer,-,-
,"LUCAS, IA",10 or fewer,-,-
,"WASHINGTON, IL",10 or fewer,-,-
,"TIFT, GA",10 or fewer,-,-
,"MADISON, AR",10 or fewer,-,-
,"MONROE, GA",10 or fewer,-,-
,"CLAY, IA",10 or fewer,-,-
,"COLQUITT, GA",10 or fewer,-,-
,"BALDWIN, GA",10 or fewer,-,-
,"UNION, IA",10 or fewer,-,-
,"THOMAS, GA",10 or fewer,-,-
,"ORANGE, IN",10 or fewer,-,-
,"SWITZERLAND, IN",10 or fewer,-,-
,"TAYLOR, FL",10 or fewer,-,-
,"GREENE, IL",10 or fewer,-,-
,"MONTGOMERY, KS",10 or fewer,-,-
,"PUTNAM, IN",10 or fewer,-,-
,"EARLY, GA",10 or fewer,-,-
,"IDAHO, ID",10 or fewer,-,-
,"CARIBOU, ID",10 or fewer,-,-
,"VIGO, IN",10 or fewer,-,-
,"CARROLL, IA",10 or fewer,-,-
,"CONECUH, AL",10 or fewer,-,-
,"CRAWFORD, IA",10 or fewer,-,-
,"PAWNEE, KS",10 or fewer,-,-
,"GREENE, IA",10 or fewer,-,-
,"KOOTENAI, ID",10 or fewer,-,-
,"ELLIS, KS",10 or fewer,-,-
,"IDA, IA",10 or fewer,-,-
,"CHICOT, AR",10 or fewer,-,-
,"DAVIS, IA",10 or fewer,-,-
,"BOURBON, KS",10 or fewer,-,-
,"ELLIOTT, KY",10 or fewer,-,-
,"PIKE, AR",10 or fewer,-,-
,"CLINCH, GA",10 or fewer,-,-
,"GLADES, FL",10 or fewer,-,-
,"MONROE, IL",10 or fewer,-,-
,"ADAMS, IL",10 or fewer,-,-
,"CARROLL, AR",10 or fewer,-,-
,"GREENE, IN",10 or fewer,-,-
,"JASPER, GA",10 or fewer,-,-
,"BRACKEN, KY",10 or fewer,-,-
,"MARTIN, KY",10 or fewer,-,-
,"VAN BUREN, IA",10 or fewer,-,-
,"MONROE, IA",10 or fewer,-,-
,"COFFEE, GA",10 or fewer,-,-
,"PIKE, AL",10 or fewer,-,-
,"MORGAN, KY",10 or fewer,-,-
,"HUERFANO, CO",10 or fewer,-,-
,"CARROLL, IN",10 or fewer,-,-
,"CASS, IA",10 or fewer,-,-
,"GRAHAM, AZ",10 or fewer,-,-
,"GADSDEN, FL",10 or fewer,-,-
,"TEHAMA, CA",10 or fewer,-,-
,"FLOYD, IA",10 or fewer,-,-
,"SEVIER, AR",10 or fewer,-,-
,"MARSHALL, AL",10 or fewer,-,-
,"KOSSUTH, IA",10 or fewer,-,-
,"GALLATIN, KY",10 or fewer,-,-
,"HOWARD, AR",10 or fewer,-,-
,"MONTGOMERY, AL",10 or fewer,-,-
,"MARTIN, IN",10 or fewer,-,-
,"CLAY, KS",10 or fewer,-,-
,"LEE, AR",10 or fewer,-,-
,"HICKMAN, KY",10 or fewer,-,-
,"HARRISON, IA",10 or fewer,-,-
,"SULLIVAN, IN",10 or fewer,-,-
,"CLEBURNE, AL",10 or fewer,-,-
,"NEWTON, IN",10 or fewer,-,-
,"YUMA, CO",10 or fewer,-,-
,"TALLADEGA, AL",10 or fewer,-,-
,"RUSSELL, AL",10 or fewer,-,-
,"JEFFERSON, IL",10 or fewer,-,-
,"LAWRENCE, IN",10 or fewer,-,-
,"LITTLE RIVER, AR",10 or fewer,-,-
,"WAKULLA, FL",10 or fewer,-,-
,"ALAMOSA, CO",10 or fewer,-,-
,"IZARD, AR",10 or fewer,-,-
,"RIO GRANDE, CO",10 or fewer,-,-
,"WASHINGTON, FL",10 or fewer,-,-
,"BUTLER, KS",10 or fewer,-,-
,"NICHOLAS, KY",10 or fewer,-,-
,"STONE, AR",10 or fewer,-,-
,"WARE, GA",10 or fewer,-,-
,"NEOSHO, KS",10 or fewer,-,-
,"HANCOCK, KY",10 or fewer,-,-
,"JAY, IN",10 or fewer,-,-
,"APACHE, AZ",10 or fewer,-,-
,"MORRIS, KS",10 or fewer,-,-
,"INYO, CA",10 or fewer,-,-
,"ALLEN, KY",10 or fewer,-,-
,"SHELBY, AL",10 or fewer,-,-
,"POPE, IL",10 or fewer,-,-
,"SIMPSON, KY",10 or fewer,-,-
,"GALLATIN, IL",10 or fewer,-,-
,"SHELBY, IA",10 or fewer,-,-
,"OHIO, IN",10 or fewer,-,-
,"ECHOLS, GA",10 or fewer,-,-
,"BURKE, GA",10 or fewer,-,-
,"GUNNISON, CO",10 or fewer,-,-
,"JEFFERSON, ID",10 or fewer,-,-
,"BLACKFORD, IN",10 or fewer,-,-
,"LEWIS, KY",10 or fewer,-,-
,"RENO, KS",10 or fewer,-,-
,"GILPIN, CO",10 or fewer,-,-
,"MENIFEE, KY",10 or fewer,-,-
,"WOODRUFF, AR",10 or fewer,-,-
,"LAURENS, GA",10 or fewer,-,-
,"TAYLOR, IA",10 or fewer,-,-
,"MADISON, ID",10 or fewer,-,-
,"VERMILLION, IN",10 or fewer,-,-
,"LAFAYETTE, FL",10 or fewer,-,-
,"LIBERTY, GA",10 or fewer,-,-
,"CALHOUN, AR",10 or fewer,-,-
,"FRANKLIN, AL",10 or fewer,-,-
,"MONTGOMERY, IA",10 or fewer,-,-
,"DECATUR, GA",10 or fewer,-,-
,"MONTEZUMA, CO",10 or fewer,-,-
,"SCHUYLER, IL",10 or fewer,-,-
,"MARENGO, AL",10 or fewer,-,-
